	OrphaNumber	Disease_name	GeneAssociationCount	Associated_genes	Gene_IDs	Association_types	Association_statuses
2979	48652	Monosomy 22q13.3	1	['SH3 and multiple ankyrin repeat domains 3']	[{'ExternalReference': [{'id': '126317', 'Source': 'Reactome', 'Reference': 'Q9BYB0'}, {'id': '57001', 'Source': 'Ensembl', 'Reference': 'ENSG00000251322'}, {'id': '25803', 'Source': 'Genatlas', 'Reference': 'SHANK3'}, {'id': '25805', 'Source': 'HGNC', 'Reference': '14294'}, {'id': '25804', 'Source': 'OMIM', 'Reference': '606230'}, {'id': '33847', 'Source': 'SwissProt', 'Reference': 'Q9BYB0'}], 'count': '6'}]	['Role in the phenotype of']	['Assessed']
2980	50814	Craniolenticulosutural dysplasia	1	['Sec23 homolog A, coat complex II component']	[{'ExternalReference': [{'id': '59092', 'Source': 'Ensembl', 'Reference': 'ENSG00000100934'}, {'id': '37339', 'Source': 'Genatlas', 'Reference': 'SEC23A'}, {'id': '25689', 'Source': 'HGNC', 'Reference': '10701'}, {'id': '25688', 'Source': 'OMIM', 'Reference': '610511'}, {'id': '59093', 'Source': 'Reactome', 'Reference': 'Q15436'}, {'id': '33823', 'Source': 'SwissProt', 'Reference': 'Q15436'}], 'count': '6'}]	['Disease-causing germline mutation(s) (loss of function) in']	['Assessed']
2981	49827	Thiamine-responsive megaloblastic anemia syndrome	1	['solute carrier family 19 member 2']	[{'ExternalReference': [{'id': '59089', 'Source': 'Ensembl', 'Reference': 'ENSG00000117479'}, {'id': '25881', 'Source': 'Genatlas', 'Reference': 'SLC19A2'}, {'id': '25879', 'Source': 'HGNC', 'Reference': '10938'}, {'id': '25878', 'Source': 'OMIM', 'Reference': '603941'}, {'id': '59090', 'Source': 'Reactome', 'Reference': 'O60779'}, {'id': '33862', 'Source': 'SwissProt', 'Reference': 'O60779'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
2982	50945	Blomstrand lethal chondrodysplasia	1	['parathyroid hormone 1 receptor']	[{'ExternalReference': [{'id': '58028', 'Source': 'Reactome', 'Reference': 'Q03431'}, {'id': '33693', 'Source': 'SwissProt', 'Reference': 'Q03431'}, {'id': '58027', 'Source': 'Ensembl', 'Reference': 'ENSG00000160801'}, {'id': '41682', 'Source': 'Genatlas', 'Reference': 'PTH1R'}, {'id': '25238', 'Source': 'HGNC', 'Reference': '9608'}, {'id': '82754', 'Source': 'IUPHAR', 'Reference': '331'}, {'id': '25237', 'Source': 'OMIM', 'Reference': '168468'}], 'count': '7'}]	['Disease-causing germline mutation(s) in']	['Assessed']
2983	50944	Schöpf-Schulz-Passarge syndrome	1	['Wnt family member 10A']	[{'ExternalReference': [{'id': '31254', 'Source': 'HGNC', 'Reference': '13829'}, {'id': '31253', 'Source': 'OMIM', 'Reference': '606268'}, {'id': '58163', 'Source': 'Reactome', 'Reference': 'Q9GZT5'}, {'id': '33489', 'Source': 'SwissProt', 'Reference': 'Q9GZT5'}, {'id': '58162', 'Source': 'Ensembl', 'Reference': 'ENSG00000135925'}, {'id': '36554', 'Source': 'Genatlas', 'Reference': 'WNT10A'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
2984	51083	Familial short QT syndrome	4	['potassium voltage-gated channel subfamily J member 2', 'potassium voltage-gated channel subfamily H member 2', 'potassium voltage-gated channel subfamily Q member 1', 'calcium voltage-gated channel auxiliary subunit alpha2delta 1']	[{'ExternalReference': [{'id': '58834', 'Source': 'Ensembl', 'Reference': 'ENSG00000123700'}, {'id': '30627', 'Source': 'Genatlas', 'Reference': 'KCNJ2'}, {'id': '30629', 'Source': 'HGNC', 'Reference': '6263'}, {'id': '82968', 'Source': 'IUPHAR', 'Reference': '430'}, {'id': '30628', 'Source': 'OMIM', 'Reference': '600681'}, {'id': '58835', 'Source': 'Reactome', 'Reference': 'P63252'}, {'id': '33358', 'Source': 'SwissProt', 'Reference': 'P63252'}], 'count': '7'}, {'ExternalReference': [{'id': '59101', 'Source': 'Ensembl', 'Reference': 'ENSG00000055118'}, {'id': '30615', 'Source': 'Genatlas', 'Reference': 'KCNH2'}, {'id': '30613', 'Source': 'HGNC', 'Reference': '6251'}, {'id': '82965', 'Source': 'IUPHAR', 'Reference': '572'}, {'id': '30612', 'Source': 'OMIM', 'Reference': '152427'}, {'id': '59102', 'Source': 'Reactome', 'Reference': 'Q12809'}, {'id': '33355', 'Source': 'SwissProt', 'Reference': 'Q12809'}], 'count': '7'}, {'ExternalReference': [{'id': '58838', 'Source': 'Ensembl', 'Reference': 'ENSG00000053918'}, {'id': '30637', 'Source': 'Genatlas', 'Reference': 'KCNQ1'}, {'id': '30639', 'Source': 'HGNC', 'Reference': '6294'}, {'id': '82970', 'Source': 'IUPHAR', 'Reference': '560'}, {'id': '30638', 'Source': 'OMIM', 'Reference': '607542'}, {'id': '58839', 'Source': 'Reactome', 'Reference': 'P51787'}, {'id': '33360', 'Source': 'SwissProt', 'Reference': 'P51787'}], 'count': '7'}, {'ExternalReference': [{'id': '83373', 'Source': 'Ensembl', 'Reference': 'ENSG00000153956'}, {'id': '61969', 'Source': 'Genatlas', 'Reference': 'CACNA2D1'}, {'id': '61967', 'Source': 'HGNC', 'Reference': '1399'}, {'id': '61968', 'Source': 'OMIM', 'Reference': '114204'}, {'id': '98098', 'Source': 'Reactome', 'Reference': 'P54289'}, {'id': '61970', 'Source': 'SwissProt', 'Reference': 'P54289'}], 'count': '6'}]	['Disease-causing germline mutation(s) (gain of function) in', 'Disease-causing germline mutation(s) (gain of function) in', 'Disease-causing germline mutation(s) (gain of function) in', 'Disease-causing germline mutation(s) (loss of function) in']	['Assessed', 'Assessed', 'Assessed', 'Assessed']
2985	50943	Keratolytic winter erythema	1	['cathepsin B']	[{'ExternalReference': [{'id': '144505', 'Source': 'HGNC', 'Reference': '2527'}, {'id': '144506', 'Source': 'Ensembl', 'Reference': 'ENSG00000164733'}, {'id': '144507', 'Source': 'SwissProt', 'Reference': 'P07858'}, {'id': '144508', 'Source': 'OMIM', 'Reference': '116810'}, {'id': '144509', 'Source': 'Genatlas', 'Reference': 'CTSB'}, {'id': '144510', 'Source': 'Reactome', 'Reference': 'P07858'}, {'id': '147464', 'Source': 'IUPHAR', 'Reference': '2343'}], 'count': '7'}]	['Role in the phenotype of']	['Assessed']
2986	50942	Striate palmoplantar keratoderma	3	['desmoplakin', 'keratin 1', 'desmoglein 1']	[{'ExternalReference': [{'id': '59098', 'Source': 'Ensembl', 'Reference': 'ENSG00000096696'}, {'id': '28695', 'Source': 'Genatlas', 'Reference': 'DSP'}, {'id': '28693', 'Source': 'HGNC', 'Reference': '3052'}, {'id': '28692', 'Source': 'OMIM', 'Reference': '125647'}, {'id': '59099', 'Source': 'Reactome', 'Reference': 'P15924'}, {'id': '32906', 'Source': 'SwissProt', 'Reference': 'P15924'}], 'count': '6'}, {'ExternalReference': [{'id': '58154', 'Source': 'Ensembl', 'Reference': 'ENSG00000167768'}, {'id': '30729', 'Source': 'Genatlas', 'Reference': 'KRT1'}, {'id': '30727', 'Source': 'HGNC', 'Reference': '6412'}, {'id': '30726', 'Source': 'OMIM', 'Reference': '139350'}, {'id': '33379', 'Source': 'SwissProt', 'Reference': 'P04264'}, {'id': '126345', 'Source': 'Reactome', 'Reference': 'P04264'}], 'count': '6'}, {'ExternalReference': [{'id': '59096', 'Source': 'Ensembl', 'Reference': 'ENSG00000134760'}, {'id': '36986', 'Source': 'Genatlas', 'Reference': 'DSG1'}, {'id': '28685', 'Source': 'HGNC', 'Reference': '3048'}, {'id': '28684', 'Source': 'OMIM', 'Reference': '125670'}, {'id': '59097', 'Source': 'Reactome', 'Reference': 'Q02413'}, {'id': '32904', 'Source': 'SwissProt', 'Reference': 'Q02413'}], 'count': '6'}]	['Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in']	['Assessed', 'Assessed', 'Assessed']
2987	52022	Potocki-Shaffer syndrome	3	['ALX homeobox 4', 'exostosin glycosyltransferase 2', 'PHD finger protein 21A']	[{'ExternalReference': [{'id': '59112', 'Source': 'Ensembl', 'Reference': 'ENSG00000052850'}, {'id': '26859', 'Source': 'Genatlas', 'Reference': 'ALX4'}, {'id': '26857', 'Source': 'HGNC', 'Reference': '450'}, {'id': '26856', 'Source': 'OMIM', 'Reference': '605420'}, {'id': '32477', 'Source': 'SwissProt', 'Reference': 'Q9H161'}], 'count': '5'}, {'ExternalReference': [{'id': '58420', 'Source': 'Ensembl', 'Reference': 'ENSG00000151348'}, {'id': '29229', 'Source': 'Genatlas', 'Reference': 'EXT2'}, {'id': '29231', 'Source': 'HGNC', 'Reference': '3513'}, {'id': '29230', 'Source': 'OMIM', 'Reference': '608210'}, {'id': '82905', 'Source': 'Reactome', 'Reference': 'Q93063'}, {'id': '33019', 'Source': 'SwissProt', 'Reference': 'Q93063'}], 'count': '6'}, {'ExternalReference': [{'id': '70625', 'Source': 'HGNC', 'Reference': '24156'}, {'id': '70626', 'Source': 'OMIM', 'Reference': '608325'}, {'id': '83458', 'Source': 'Reactome', 'Reference': 'Q96BD5'}, {'id': '70628', 'Source': 'SwissProt', 'Reference': 'Q96BD5'}, {'id': '83459', 'Source': 'Ensembl', 'Reference': 'ENSG00000135365'}, {'id': '70627', 'Source': 'Genatlas', 'Reference': 'PHF21A'}], 'count': '6'}]	['Role in the phenotype of', 'Role in the phenotype of', 'Role in the phenotype of']	['Assessed', 'Assessed', 'Assessed']
2988	51608	Generalized arterial calcification of infancy	2	['ATP binding cassette subfamily C member 6', 'ectonucleotide pyrophosphatase/phosphodiesterase 1']	[{'ExternalReference': [{'id': '58710', 'Source': 'Ensembl', 'Reference': 'ENSG00000091262'}, {'id': '24688', 'Source': 'Genatlas', 'Reference': 'ABCC6'}, {'id': '24686', 'Source': 'HGNC', 'Reference': '57'}, {'id': '24685', 'Source': 'OMIM', 'Reference': '603234'}, {'id': '58711', 'Source': 'Reactome', 'Reference': 'O95255'}, {'id': '32332', 'Source': 'SwissProt', 'Reference': 'O95255'}], 'count': '6'}, {'ExternalReference': [{'id': '59107', 'Source': 'Ensembl', 'Reference': 'ENSG00000197594'}, {'id': '29102', 'Source': 'Genatlas', 'Reference': 'ENPP1'}, {'id': '29100', 'Source': 'HGNC', 'Reference': '3356'}, {'id': '29099', 'Source': 'OMIM', 'Reference': '173335'}, {'id': '59108', 'Source': 'Reactome', 'Reference': 'P22413'}, {'id': '32993', 'Source': 'SwissProt', 'Reference': 'P22413'}], 'count': '6'}]	['Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) (loss of function) in']	['Assessed', 'Assessed']
2989	51188	Ethylmalonic encephalopathy	1	['ETHE1 persulfide dioxygenase']	[{'ExternalReference': [{'id': '59103', 'Source': 'Ensembl', 'Reference': 'ENSG00000105755'}, {'id': '29205', 'Source': 'Genatlas', 'Reference': 'ETHE1'}, {'id': '29203', 'Source': 'HGNC', 'Reference': '23287'}, {'id': '29202', 'Source': 'OMIM', 'Reference': '608451'}, {'id': '59104', 'Source': 'Reactome', 'Reference': 'O95571'}, {'id': '33013', 'Source': 'SwissProt', 'Reference': 'O95571'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
2990	541423	Growth delay-intellectual disability-hepatopathy syndrome	1	['isoleucyl-tRNA synthetase']	[{'ExternalReference': [{'id': '143261', 'Source': 'Genatlas', 'Reference': 'IARS'}, {'id': '135497', 'Source': 'HGNC', 'Reference': '5330'}, {'id': '135545', 'Source': 'OMIM', 'Reference': '600709'}, {'id': '135546', 'Source': 'SwissProt', 'Reference': 'P41252'}, {'id': '136247', 'Source': 'Reactome', 'Reference': 'P41252'}, {'id': '135522', 'Source': 'Ensembl', 'Reference': 'ENSG00000196305'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
2991	51208	Formiminoglutamic aciduria	1	['formimidoyltransferase cyclodeaminase']	[{'ExternalReference': [{'id': '59105', 'Source': 'Ensembl', 'Reference': 'ENSG00000160282'}, {'id': '37466', 'Source': 'Genatlas', 'Reference': 'FTCD'}, {'id': '29604', 'Source': 'HGNC', 'Reference': '3974'}, {'id': '29603', 'Source': 'OMIM', 'Reference': '606806'}, {'id': '59106', 'Source': 'Reactome', 'Reference': 'O95954'}, {'id': '33094', 'Source': 'SwissProt', 'Reference': 'O95954'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
2992	51636	WHIM syndrome	1	['C-X-C motif chemokine receptor 4']	[{'ExternalReference': [{'id': '59110', 'Source': 'Ensembl', 'Reference': 'ENSG00000121966'}, {'id': '28375', 'Source': 'Genatlas', 'Reference': 'CXCR4'}, {'id': '28377', 'Source': 'HGNC', 'Reference': '2561'}, {'id': '82875', 'Source': 'IUPHAR', 'Reference': '71'}, {'id': '28376', 'Source': 'OMIM', 'Reference': '162643'}, {'id': '59111', 'Source': 'Reactome', 'Reference': 'P61073'}, {'id': '32838', 'Source': 'SwissProt', 'Reference': 'P61073'}], 'count': '7'}]	['Disease-causing germline mutation(s) (gain of function) in']	['Assessed']
2993	42665	Tietz syndrome	1	['melanocyte inducing transcription factor']	[{'ExternalReference': [{'id': '57007', 'Source': 'Ensembl', 'Reference': 'ENSG00000187098'}, {'id': '31143', 'Source': 'Genatlas', 'Reference': 'MITF'}, {'id': '31141', 'Source': 'HGNC', 'Reference': '7105'}, {'id': '31140', 'Source': 'OMIM', 'Reference': '156845'}, {'id': '98067', 'Source': 'Reactome', 'Reference': 'O75030'}, {'id': '33466', 'Source': 'SwissProt', 'Reference': 'O75030'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
2994	43115	Hereditary myopathy with lactic acidosis due to ISCU deficiency	1	['iron-sulfur cluster assembly enzyme']	[{'ExternalReference': [{'id': '59066', 'Source': 'Ensembl', 'Reference': 'ENSG00000136003'}, {'id': '39287', 'Source': 'Genatlas', 'Reference': 'ISCU'}, {'id': '39288', 'Source': 'HGNC', 'Reference': '29882'}, {'id': '39289', 'Source': 'OMIM', 'Reference': '611911'}, {'id': '83117', 'Source': 'Reactome', 'Reference': 'Q9H1K1'}, {'id': '39290', 'Source': 'SwissProt', 'Reference': 'Q9H1K1'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
2995	45448	Miyoshi myopathy	1	['dysferlin']	[{'ExternalReference': [{'id': '58892', 'Source': 'Ensembl', 'Reference': 'ENSG00000135636'}, {'id': '28731', 'Source': 'Genatlas', 'Reference': 'DYSF'}, {'id': '28733', 'Source': 'HGNC', 'Reference': '3097'}, {'id': '28732', 'Source': 'OMIM', 'Reference': '603009'}, {'id': '97205', 'Source': 'Reactome', 'Reference': 'O75923'}, {'id': '32916', 'Source': 'SwissProt', 'Reference': 'O75923'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
2996	44890	Gastrointestinal stromal tumor	6	['succinate dehydrogenase complex flavoprotein subunit A', 'succinate dehydrogenase complex iron sulfur subunit B', 'succinate dehydrogenase complex subunit C', 'KIT proto-oncogene, receptor tyrosine kinase', 'KIT proto-oncogene, receptor tyrosine kinase', 'platelet derived growth factor receptor alpha']	[{'ExternalReference': [{'id': '57474', 'Source': 'Ensembl', 'Reference': 'ENSG00000073578'}, {'id': '25671', 'Source': 'Genatlas', 'Reference': 'SDHA'}, {'id': '25669', 'Source': 'HGNC', 'Reference': '10680'}, {'id': '25668', 'Source': 'OMIM', 'Reference': '600857'}, {'id': '57475', 'Source': 'Reactome', 'Reference': 'P31040'}, {'id': '33819', 'Source': 'SwissProt', 'Reference': 'P31040'}], 'count': '6'}, {'ExternalReference': [{'id': '57053', 'Source': 'Reactome', 'Reference': 'P21912'}, {'id': '33820', 'Source': 'SwissProt', 'Reference': 'P21912'}, {'id': '57052', 'Source': 'Ensembl', 'Reference': 'ENSG00000117118'}, {'id': '25673', 'Source': 'Genatlas', 'Reference': 'SDHB'}, {'id': '25675', 'Source': 'HGNC', 'Reference': '10681'}, {'id': '25674', 'Source': 'OMIM', 'Reference': '185470'}], 'count': '6'}, {'ExternalReference': [{'id': '58935', 'Source': 'Ensembl', 'Reference': 'ENSG00000143252'}, {'id': '25681', 'Source': 'Genatlas', 'Reference': 'SDHC'}, {'id': '25679', 'Source': 'HGNC', 'Reference': '10682'}, {'id': '25678', 'Source': 'OMIM', 'Reference': '602413'}, {'id': '58936', 'Source': 'Reactome', 'Reference': 'Q99643'}, {'id': '33821', 'Source': 'SwissProt', 'Reference': 'Q99643'}], 'count': '6'}, {'ExternalReference': [{'id': '58304', 'Source': 'Ensembl', 'Reference': 'ENSG00000157404'}, {'id': '30702', 'Source': 'Genatlas', 'Reference': 'KIT'}, {'id': '30700', 'Source': 'HGNC', 'Reference': '6342'}, {'id': '82976', 'Source': 'IUPHAR', 'Reference': '1805'}, {'id': '30699', 'Source': 'OMIM', 'Reference': '164920'}, {'id': '58305', 'Source': 'Reactome', 'Reference': 'P10721'}, {'id': '33373', 'Source': 'SwissProt', 'Reference': 'P10721'}], 'count': '7'}, {'ExternalReference': [{'id': '58304', 'Source': 'Ensembl', 'Reference': 'ENSG00000157404'}, {'id': '30702', 'Source': 'Genatlas', 'Reference': 'KIT'}, {'id': '30700', 'Source': 'HGNC', 'Reference': '6342'}, {'id': '82976', 'Source': 'IUPHAR', 'Reference': '1805'}, {'id': '30699', 'Source': 'OMIM', 'Reference': '164920'}, {'id': '58305', 'Source': 'Reactome', 'Reference': 'P10721'}, {'id': '33373', 'Source': 'SwissProt', 'Reference': 'P10721'}], 'count': '7'}, {'ExternalReference': [{'id': '58603', 'Source': 'Ensembl', 'Reference': 'ENSG00000134853'}, {'id': '37557', 'Source': 'Genatlas', 'Reference': 'PDGFRA'}, {'id': '32200', 'Source': 'HGNC', 'Reference': '8803'}, {'id': '83023', 'Source': 'IUPHAR', 'Reference': '1803'}, {'id': '32199', 'Source': 'OMIM', 'Reference': '173490'}, {'id': '58604', 'Source': 'Reactome', 'Reference': 'P16234'}, {'id': '33733', 'Source': 'SwissProt', 'Reference': 'P16234'}], 'count': '7'}]	['Disease-causing germline mutation(s) (loss of function) in', 'Candidate gene tested in', 'Candidate gene tested in', 'Disease-causing somatic mutation(s) in', 'Disease-causing germline mutation(s) (gain of function) in', 'Disease-causing somatic mutation(s) in']	['Assessed', 'Not yet assessed', 'Not yet assessed', 'Assessed', 'Assessed', 'Assessed']
2997	45358	Congenital fibrosis of extraocular muscles	4	['paired like homeobox 2A', 'kinesin family member 21A', 'tubulin beta 3 class III', 'tubulin beta 2B class IIb']	[{'ExternalReference': [{'id': '59068', 'Source': 'Ensembl', 'Reference': 'ENSG00000165462'}, {'id': '24852', 'Source': 'Genatlas', 'Reference': 'PHOX2A'}, {'id': '24850', 'Source': 'HGNC', 'Reference': '691'}, {'id': '24849', 'Source': 'OMIM', 'Reference': '602753'}, {'id': '32779', 'Source': 'SwissProt', 'Reference': 'O14813'}], 'count': '5'}, {'ExternalReference': [{'id': '100305', 'Source': 'Reactome', 'Reference': 'Q7Z4S6'}, {'id': '59067', 'Source': 'Ensembl', 'Reference': 'ENSG00000139116'}, {'id': '30685', 'Source': 'Genatlas', 'Reference': 'KIF21A'}, {'id': '30687', 'Source': 'HGNC', 'Reference': '19349'}, {'id': '30686', 'Source': 'OMIM', 'Reference': '608283'}, {'id': '33370', 'Source': 'SwissProt', 'Reference': 'Q7Z4S6'}], 'count': '6'}, {'ExternalReference': [{'id': '96209', 'Source': 'Ensembl', 'Reference': 'ENSG00000258947'}, {'id': '44942', 'Source': 'Genatlas', 'Reference': 'TUBB3'}, {'id': '44943', 'Source': 'HGNC', 'Reference': '20772'}, {'id': '87991', 'Source': 'IUPHAR', 'Reference': '2752'}, {'id': '44944', 'Source': 'OMIM', 'Reference': '602661'}, {'id': '59070', 'Source': 'Reactome', 'Reference': 'Q13509'}, {'id': '44945', 'Source': 'SwissProt', 'Reference': 'Q13509'}], 'count': '7'}, {'ExternalReference': [{'id': '60020', 'Source': 'Ensembl', 'Reference': 'ENSG00000137285'}, {'id': '46820', 'Source': 'Genatlas', 'Reference': 'TUBB2B'}, {'id': '42404', 'Source': 'HGNC', 'Reference': '30829'}, {'id': '42405', 'Source': 'OMIM', 'Reference': '612850'}, {'id': '60021', 'Source': 'Reactome', 'Reference': 'Q9BVA1'}, {'id': '42406', 'Source': 'SwissProt', 'Reference': 'Q9BVA1'}], 'count': '6'}]	['Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in']	['Assessed', 'Assessed', 'Assessed', 'Assessed']
2998	544260	Selection of therapeutic option in melanoma	3	['B-Raf proto-oncogene, serine/threonine kinase', 'NRAS proto-oncogene, GTPase', 'KIT proto-oncogene, receptor tyrosine kinase']	[{'ExternalReference': [{'id': '56979', 'Source': 'Ensembl', 'Reference': 'ENSG00000157764'}, {'id': '26223', 'Source': 'Genatlas', 'Reference': 'BRAF'}, {'id': '26221', 'Source': 'HGNC', 'Reference': '1097'}, {'id': '82791', 'Source': 'IUPHAR', 'Reference': '1943'}, {'id': '26220', 'Source': 'OMIM', 'Reference': '164757'}, {'id': '56980', 'Source': 'Reactome', 'Reference': 'P15056'}, {'id': '33933', 'Source': 'SwissProt', 'Reference': 'P15056'}], 'count': '7'}, {'ExternalReference': [{'id': '44185', 'Source': 'HGNC', 'Reference': '7989'}, {'id': '44186', 'Source': 'OMIM', 'Reference': '164790'}, {'id': '56972', 'Source': 'Reactome', 'Reference': 'P01111'}, {'id': '44187', 'Source': 'SwissProt', 'Reference': 'P01111'}, {'id': '56971', 'Source': 'Ensembl', 'Reference': 'ENSG00000213281'}, {'id': '44184', 'Source': 'Genatlas', 'Reference': 'NRAS'}], 'count': '6'}, {'ExternalReference': [{'id': '58304', 'Source': 'Ensembl', 'Reference': 'ENSG00000157404'}, {'id': '30702', 'Source': 'Genatlas', 'Reference': 'KIT'}, {'id': '30700', 'Source': 'HGNC', 'Reference': '6342'}, {'id': '82976', 'Source': 'IUPHAR', 'Reference': '1805'}, {'id': '30699', 'Source': 'OMIM', 'Reference': '164920'}, {'id': '58305', 'Source': 'Reactome', 'Reference': 'P10721'}, {'id': '33373', 'Source': 'SwissProt', 'Reference': 'P10721'}], 'count': '7'}]	['Candidate gene tested in', 'Candidate gene tested in', 'Candidate gene tested in']	['Not yet assessed', 'Not yet assessed', 'Not yet assessed']
2999	544254	SYNGAP1-related developmental and epileptic encephalopathy	1	['synaptic Ras GTPase activating protein 1']	[{'ExternalReference': [{'id': '60255', 'Source': 'Ensembl', 'Reference': 'ENSG00000197283'}, {'id': '41759', 'Source': 'Genatlas', 'Reference': 'SYNGAP1'}, {'id': '41760', 'Source': 'HGNC', 'Reference': '11497'}, {'id': '41761', 'Source': 'OMIM', 'Reference': '603384'}, {'id': '97278', 'Source': 'Reactome', 'Reference': 'Q96PV0'}, {'id': '41762', 'Source': 'SwissProt', 'Reference': 'Q96PV0'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
3000	46348	Paroxysmal extreme pain disorder	3	['sodium voltage-gated channel alpha subunit 10', 'sodium voltage-gated channel alpha subunit 11', 'sodium voltage-gated channel alpha subunit 9']	[{'ExternalReference': [{'id': '83656', 'Source': 'Ensembl', 'Reference': 'ENSG00000185313'}, {'id': '77054', 'Source': 'Genatlas', 'Reference': 'SCN10A'}, {'id': '77052', 'Source': 'HGNC', 'Reference': '10582'}, {'id': '83657', 'Source': 'IUPHAR', 'Reference': '585'}, {'id': '77053', 'Source': 'OMIM', 'Reference': '604427'}, {'id': '97337', 'Source': 'Reactome', 'Reference': 'Q9Y5Y9'}, {'id': '77055', 'Source': 'SwissProt', 'Reference': 'Q9Y5Y9'}], 'count': '7'}, {'ExternalReference': [{'id': '83710', 'Source': 'Ensembl', 'Reference': 'ENSG00000168356'}, {'id': '77837', 'Source': 'Genatlas', 'Reference': 'SCN11A'}, {'id': '77835', 'Source': 'HGNC', 'Reference': '10583'}, {'id': '83711', 'Source': 'IUPHAR', 'Reference': '586'}, {'id': '77836', 'Source': 'OMIM', 'Reference': '604385'}, {'id': '97342', 'Source': 'Reactome', 'Reference': 'Q9UI33'}, {'id': '77838', 'Source': 'SwissProt', 'Reference': 'Q9UI33'}], 'count': '7'}, {'ExternalReference': [{'id': '58129', 'Source': 'Ensembl', 'Reference': 'ENSG00000169432'}, {'id': '25643', 'Source': 'Genatlas', 'Reference': 'SCN9A'}, {'id': '25641', 'Source': 'HGNC', 'Reference': '10597'}, {'id': '82773', 'Source': 'IUPHAR', 'Reference': '584'}, {'id': '25640', 'Source': 'OMIM', 'Reference': '603415'}, {'id': '58130', 'Source': 'Reactome', 'Reference': 'Q15858'}, {'id': '33813', 'Source': 'SwissProt', 'Reference': 'Q15858'}], 'count': '7'}]	['Candidate gene tested in', 'Candidate gene tested in', 'Disease-causing germline mutation(s) (gain of function) in']	['Not yet assessed', 'Not yet assessed', 'Assessed']
3001	46059	Lathosterolosis	1	['sterol-C5-desaturase']	[{'ExternalReference': [{'id': '59073', 'Source': 'Ensembl', 'Reference': 'ENSG00000109929'}, {'id': '25615', 'Source': 'Genatlas', 'Reference': 'SC5DL'}, {'id': '25613', 'Source': 'HGNC', 'Reference': '10547'}, {'id': '25612', 'Source': 'OMIM', 'Reference': '602286'}, {'id': '59074', 'Source': 'Reactome', 'Reference': 'O75845'}, {'id': '33807', 'Source': 'SwissProt', 'Reference': 'O75845'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
3002	47044	Hereditary papillary renal cell carcinoma	1	['MET proto-oncogene, receptor tyrosine kinase']	[{'ExternalReference': [{'id': '57160', 'Source': 'Ensembl', 'Reference': 'ENSG00000105976'}, {'id': '31094', 'Source': 'Genatlas', 'Reference': 'MET'}, {'id': '31096', 'Source': 'HGNC', 'Reference': '7029'}, {'id': '82993', 'Source': 'IUPHAR', 'Reference': '1815'}, {'id': '31095', 'Source': 'OMIM', 'Reference': '164860'}, {'id': '57161', 'Source': 'Reactome', 'Reference': 'P08581'}, {'id': '33456', 'Source': 'SwissProt', 'Reference': 'P08581'}], 'count': '7'}]	['Disease-causing germline mutation(s) in']	['Assessed']
3003	46627	Char syndrome	1	['transcription factor AP-2 beta']	[{'ExternalReference': [{'id': '59080', 'Source': 'Ensembl', 'Reference': 'ENSG00000008196'}, {'id': '27311', 'Source': 'Genatlas', 'Reference': 'TFAP2B'}, {'id': '27313', 'Source': 'HGNC', 'Reference': '11743'}, {'id': '69962', 'Source': 'OMIM', 'Reference': '601601'}, {'id': '32572', 'Source': 'SwissProt', 'Reference': 'Q92481'}, {'id': '126329', 'Source': 'Reactome', 'Reference': 'Q92481'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
